Numero;Familia;Genero;Especie;Densidade da madeira;Regiao;N_referencia
13931;Anacardiaceae;Schinopsis;Schinopsis indet;1;South America (tropical);36
13932;Anacardiaceae;Schinopsis;Schinopsis lorentzii;0,9;South-East Asia;136
13933;Anacardiaceae;Schinopsis;Schinopsis quebracho-colorado;0,99;South America (tropical);35
13934;Anacardiaceae;Schinopsis;Schinopsis quebracho-colorado;0,9;South America (tropical);204
13935;Anacardiaceae;Schinopsis;Schinopsis quebracho-colorado;0,9976;South America (extratropical);66
13936;Anacardiaceae;Schinopsis;Schinopsis quebracho-colorado;1,0062;South America (extratropical);46
13937;Anacardiaceae;Schinopsis;Schinopsis quebracho-colorado;1,04;South America (tropical);77
13938;Anacardiaceae;Schinus;Schinus johnstonii;0,6;South America (extratropical);114
13939;Anacardiaceae;Schinus;Schinus johnstonii;0,82;South America (tropical);44
13940;Anacardiaceae;Schinus;Schinus meyeri;0,525;South America (extratropical);48
13941;Anacardiaceae;Schinus;Schinus molle;0,52521;Africa (tropical);4
13942;Euphorbiaceae;Schinziophyton;Schinziophyton rautanenii;0,18942;Africa (tropical);1
13943;Euphorbiaceae;Schinziophyton;Schinziophyton rautanenii;0,15;Africa (tropical);104
13944;Humiriaceae;Schistostemon;Schistostemon retusum;1;South America (extratropical);114
13945;Fabaceae;Schizolobium;Schizolobium amazonicum;0,49;South America (tropical);41
13946;Fabaceae;Schizolobium;Schizolobium amazonicum;0,67;Central America (tropical);116
13947;Fabaceae;Schizolobium;Schizolobium parahyba;0,49;South America (tropical);77
13948;Fabaceae;Schizolobium;Schizolobium parahyba;0,3;South America (tropical);35
13949;Fabaceae;Schizolobium;Schizolobium parahyba;0,32;South America (extratropical);114
13950;Fabaceae;Schizolobium;Schizolobium parahyba;0,35;South America (tropical);11
13951;Fabaceae;Schizolobium;Schizolobium parahyba;0,4;South America (tropical);77
13952;Fabaceae;Schizolobium;Schizolobium parahyba;0,302;South America (extratropical);121
13953;Fabaceae;Schizolobium;Schizolobium parahyba;0,37;South America (tropical);44
13954;Fabaceae;Schizolobium;Schizolobium parahyba;0,24;South America (tropical);88
13955;Fabaceae;Schizolobium;Schizolobium parahybum;0,3;South-East Asia;136
13956;Fabaceae;Schizolobium;Schizolobium robustum;0,34;South America (extratropical);121
13957;Fabaceae;Schizolobium;Schizolobium robustum;0,512;South America (extratropical);121
13958;Cunoniaceae;Schizomeria;Schizomeria gorumensis;0,56;South-East Asia (tropical);129
13959;Cunoniaceae;Schizomeria;Schizomeria ilicina;0,51;South-East Asia (tropical);129
13960;Cunoniaceae;Schizomeria;Schizomeria orthophlebia;0,51;South-East Asia (tropical);129
13961;Cunoniaceae;Schizomeria;Schizomeria ovata;0,527842667;Australia;90
13962;Cunoniaceae;Schizomeria;Schizomeria ovata;0,5444528;Australia;90
13963;Cunoniaceae;Schizomeria;Schizomeria ovata;0,55104;Australia/PNG (tropical);90
13964;Cunoniaceae;Schizomeria;Schizomeria serrata;0,48;South-East Asia (tropical);129
13965;Cunoniaceae;Schizomeria;Schizomeria serrata;0,55104;Australia/PNG (tropical);27
13966;Cunoniaceae;Schizomeria;Schizomeria versteeghii;0,46;South-East Asia (tropical);129
13967;Cunoniaceae;Schizomeria;Schizomeria whitei;0,59409;Australia/PNG (tropical);90
13968;Sapindaceae;Schleichera;Schleichera oleosa;0,76;South-East Asia (tropical);126
13969;Sapindaceae;Schleichera;Schleichera oleosa;1,08;India;26
13970;Sapindaceae;Schleichera;Schleichera oleosa;0,81;South-East Asia (tropical);16
13971;Sapindaceae;Schleichera;Schleichera oleosa;0,936768;South-East Asia (tropical);14
13972;Sapindaceae;Schleichera;Schleichera trijuga;0,9;India;109
13973;Malvaceae;Schoutenia;Schoutenia accrescens;0,77;South-East Asia (tropical);43
13974;Malvaceae;Schoutenia;Schoutenia kunstleri;0,64;South-East Asia (tropical);129
13975;Malvaceae;Schoutenia;Schoutenia ovata;0,79;South-East Asia (tropical);16
13976;Oleaceae;Schrebera;Schrebera alata;0,607005;Africa (extratropical);72
13977;Oleaceae;Schrebera;Schrebera arborea;0,662854723;Africa (tropical);85
13978;Oleaceae;Schrebera;Schrebera swietenioides;0,754236;South-East Asia (tropical);14
13979;Oleaceae;Schrebera;Schrebera trichoclada;0,80073;Africa (extratropical);72
13980;Araliaceae;Sciadodendron;Sciadodendron excelsum;0,53;Mexico;23
13981;Anacardiaceae;Sclerocarya;Sclerocarya birrea;0,50799;Africa (extratropical);72
13982;Anacardiaceae;Sclerocarya;Sclerocarya caffra;0,469245;Africa (tropical);179
13983;Fabaceae;Sclerolobium;Sclerolobium albiflorum;0,45;South America (tropical);64
13984;Fabaceae;Sclerolobium;Sclerolobium albiflorum;0,29274;South America (tropical);30
13985;Fabaceae;Sclerolobium;Sclerolobium aureum;0,7;South America (extratropical);114
13986;Fabaceae;Sclerolobium;Sclerolobium chrysophyllum;0,61;South America (tropical);41
13987;Fabaceae;Sclerolobium;Sclerolobium chrysophyllum;0,62;South America (tropical);41
13988;Fabaceae;Sclerolobium;Sclerolobium denudatum;0,63;South America (extratropical);114
13989;Fabaceae;Sclerolobium;Sclerolobium indet;0,52;South America (tropical);35
13990;Fabaceae;Sclerolobium;Sclerolobium indet;0,47;South America (tropical);36
13991;Fabaceae;Sclerolobium;Sclerolobium indet;0,39;South America (tropical);20
13992;Fabaceae;Sclerolobium;Sclerolobium indet;0,38;South America (tropical);95
13993;Fabaceae;Sclerolobium;Sclerolobium melanocarpum;0,524;South America (tropical);128
13994;Fabaceae;Sclerolobium;Sclerolobium melanocarpum;0,696367262;South America (tropical);166
13995;Fabaceae;Sclerolobium;Sclerolobium melinonii;0,34;South America (tropical);141
13996;Fabaceae;Sclerolobium;Sclerolobium melinonii;0,5;South America (tropical);64
13997;Fabaceae;Sclerolobium;Sclerolobium melinonii;0,47;South America (tropical);191
13998;Fabaceae;Sclerolobium;Sclerolobium melinonii;0,69741;South America (tropical);30
13999;Fabaceae;Sclerolobium;Sclerolobium melinonii;0,45;South America (tropical);45
14000;Fabaceae;Sclerolobium;Sclerolobium melinonii;0,54;South America (tropical);190
14001;Fabaceae;Sclerolobium;Sclerolobium micranthum;0,44;South America (tropical);146
14002;Fabaceae;Sclerolobium;Sclerolobium micropetalum;0,21525;South America (tropical);30
14003;Fabaceae;Sclerolobium;Sclerolobium micropetalum;0,69;South America (tropical);128
14004;Fabaceae;Sclerolobium;Sclerolobium micropetalum;0,45;South America (tropical);45
14005;Fabaceae;Sclerolobium;Sclerolobium paraense;0,802;South America (tropical);128
14006;Fabaceae;Sclerolobium;Sclerolobium paraense;0,67;South America (tropical);44
14007;Fabaceae;Sclerolobium;Sclerolobium paraense;0,61;South America (tropical);89
14008;Fabaceae;Sclerolobium;Sclerolobium paraense;0,67;South America (tropical);47
14009;Fabaceae;Sclerolobium;Sclerolobium poeppigianum;0,65;South America (tropical);41
14010;Fabaceae;Sclerolobium;Sclerolobium rugosum;0,69;South America (extratropical);114
14011;Fabaceae;Sclerolobium;Sclerolobium setiferum;0,51;South America (tropical);146
14012;Malvaceae;Scleronema;Scleronema micranthum;0,62;South America (tropical);35
14013;Malvaceae;Scleronema;Scleronema micranthum;0,66125;South America (tropical);185
14014;Malvaceae;Scleronema;Scleronema micranthum;0,552;South America (tropical);128
14015;Malvaceae;Scleronema;Scleronema micranthum;0,7;South America (tropical);56
14016;Malvaceae;Scleronema;Scleronema micranthum;0,73;South America (tropical);56
14017;Malvaceae;Scleronema;Scleronema micranthum;0,56;South America (tropical);44
14018;Malvaceae;Scleronema;Scleronema micranthum;0,590356163;South America (tropical);166
14019;Malvaceae;Scleronema;Scleronema micranthum;0,59;South America (tropical);92
14020;Malvaceae;Scleronema;Scleronema micranthum;0,62;South America (tropical);188
14021;Malvaceae;Scleronema;Scleronema praecox;0,62;South America (tropical);35
14022;Malvaceae;Scleronema;Scleronema praecox;0,6;South America (tropical);15
14023;Malvaceae;Scleronema;Scleronema praecox;0,56;South America (tropical);44
14024;Salicaceae;Scolopia;Scolopia braunii;0,66297;Australia/PNG (tropical);90
14025;Salicaceae;Scolopia;Scolopia braunii;0,66297;Australia/PNG (tropical);90
14026;Salicaceae;Scolopia;Scolopia indet;0,794418773;Madagascar;147
14027;Salicaceae;Scolopia;Scolopia saeva;0,83;South-East Asia (tropical);126
14028;Salicaceae;Scolopia;Scolopia spinosa;0,74;South-East Asia (tropical);170
14029;Salicaceae;Scolopia;Scolopia zeyheri;0,71463;Africa (extratropical);72
14030;Olacaceae;Scorodocarpus;Scorodocarpus borneensis;0,76;South-East Asia (tropical);119
14031;Olacaceae;Scorodocarpus;Scorodocarpus borneensis;0,72;South-East Asia (tropical);43
14032;Olacaceae;Scorodocarpus;Scorodocarpus borneensis;0,69;South-East Asia (tropical);170
14033;Fabaceae;Scorodophloeus;Scorodophloeus zenkeri;0,6027;Africa (tropical);1
14034;Fabaceae;Scorodophloeus;Scorodophloeus zenkeri;0,716605511;Africa (tropical);85
14035;Fabaceae;Scorodophloeus;Scorodophloeus zenkeri;0,769040903;Africa (tropical);147
14036;Fabaceae;Scorodophloeus;Scorodophloeus zenkeri;0,806034483;Africa (tropical);147
14037;Achariaceae;Scottellia;Scottellia kamerunensis;0,54243;Africa (tropical);179
14038;Achariaceae;Scottellia;Scottellia klaineana;0,5;Africa (tropical);39
14039;Achariaceae;Scottellia;Scottellia klaineana;0,523102673;Africa (tropical);85
14040;Achariaceae;Scottellia;Scottellia klaineana;0,56;Africa (tropical);85
14041;Achariaceae;Scottellia;Scottellia klaineana;0,781106457;Africa (tropical);85
14042;Achariaceae;Scottellia;Scottellia klaineana;0,60200883;Africa (tropical);98
14043;Achariaceae;Scottellia;Scottellia klaineana;0,538136372;Africa (tropical);147
14044;Achariaceae;Scottellia;Scottellia klaineana;0,553994083;Africa (tropical);147
14045;Achariaceae;Scottellia;Scottellia klaineana;0,548457;Africa (tropical);182
14046;Rhamnaceae;Scutia;Scutia buxifolia;0,701;South America (extratropical);48
14047;Rhamnaceae;Scutia;Scutia buxifolia;0,92;South America (extratropical);121
14048;Rhamnaceae;Scutia;Scutia buxifolia;1,118;South America (extratropical);121
14049;Burseraceae;Scutinanthe;Scutinanthe brunnea;0,51;South-East Asia (tropical);16
14050;Burseraceae;Scutinanthe;Scutinanthe brunnea;0,61;South-East Asia (tropical);43
14051;Rubiaceae;Scyphiphora;Scyphiphora hydrophylacea;0,68;South-East Asia (tropical);129
14052;Rubiaceae;Scyphiphora;Scyphiphora hydrophyllacea;0,69;South-East Asia (tropical);43
14053;Myristicaceae;Scyphocephalium;Scyphocephalium mannii;0,48;Africa (tropical);85
14054;Myristicaceae;Scyphocephalium;Scyphocephalium mannii;0,391264786;Africa (tropical);147
14055;Myristicaceae;Scyphocephalium;Scyphocephalium mannii;0,396613358;Africa (tropical);147
14056;Myristicaceae;Scyphocephalium;Scyphocephalium mannii;0,458420952;Africa (tropical);147
14057;Myristicaceae;Scyphocephalium;Scyphocephalium mannii;0,510116023;Africa (tropical);147
14058;Myristicaceae;Scyphocephalium;Scyphocephalium mannii;0,517597552;Africa (tropical);147
14059;Myristicaceae;Scyphocephalium;Scyphocephalium mannii;0,566439605;Africa (tropical);147
14060;Myristicaceae;Scyphocephalium;Scyphocephalium mannii;0,584191778;Africa (tropical);147
14061;Myristicaceae;Scyphocephalium;Scyphocephalium mannii;0,662715105;Africa (tropical);147
14062;Lecythidaceae;Scytopetalum;Scytopetalum tieghemii;0,587603619;Africa (tropical);85
14063;Lecythidaceae;Scytopetalum;Scytopetalum tieghemii;0,680784427;Africa (tropical);79
14064;Lecythidaceae;Scytopetalum;Scytopetalum tieghemii;0,610608956;Africa (tropical);98
14065;Lecythidaceae;Scytopetalum;Scytopetalum tieghemii;0,62037037;Africa (tropical);147
14066;Euphorbiaceae;Sebastiania;Sebastiania brasiliensis;0,72;South America (extratropical);114
14067;Euphorbiaceae;Sebastiania;Sebastiania brasiliensis;0,627;South America (extratropical);48
14068;Euphorbiaceae;Sebastiania;Sebastiania commersoniana;0,63;South America (extratropical);114
14069;Euphorbiaceae;Sebastiania;Sebastiania commersoniana;0,643;South America (extratropical);121
14070;Phyllanthaceae;Securinega;Securinega flexuosa;0,66;South-East Asia;60
14071;Phyllanthaceae;Securinega;Securinega flexuosa;0,7;South-East Asia;60
14072;Phyllanthaceae;Securinega;Securinega flexuosa;0,72;South-East Asia;60
14073;Phyllanthaceae;Securinega;Securinega guaraiuva;0,9;South America (extratropical);114
14074;Phyllanthaceae;Securinega;Securinega samoana;0,66297;Oceania;97
14075;Phytolaccaceae;Seguieria;Seguieria langsdorffii;0,59;South America (extratropical);114
14076;Anacardiaceae;Semecarpus;Semecarpus albescens;0,26;South-East Asia (tropical);129
14077;Anacardiaceae;Semecarpus;Semecarpus anacardium;0,34;South-East Asia (tropical);129
14078;Anacardiaceae;Semecarpus;Semecarpus anacardium;0,509712;South-East Asia (tropical);14
14079;Anacardiaceae;Semecarpus;Semecarpus australiensis;0,38745;Australia/PNG (tropical);90
14080;Anacardiaceae;Semecarpus;Semecarpus heterophylla;0,32;South-East Asia (tropical);129
14081;Anacardiaceae;Semecarpus;Semecarpus lucens;0,27;South-East Asia (tropical);43
14082;Anacardiaceae;Semecarpus;Semecarpus magnifica;0,41328;Australia/PNG (tropical);27
14083;Euphorbiaceae;Senefeldera;Senefeldera inclinata;0,7;South America (tropical);15
14084;Euphorbiaceae;Senefeldera;Senefeldera macrophylla;0,86;South America (tropical);44
14085;Fabaceae;Senna;Senna atomaria;0,8;Mexico;23
14086;Fabaceae;Senna;Senna multijuga;0,57;South America (tropical);141
14087;Fabaceae;Senna;Senna multijuga;0,59409;South America (tropical);57
14088;Fabaceae;Senna;Senna racemosa;0,54;South America (tropical);44
14089;Fabaceae;Senna;Senna reticulata;0,45;South America (tropical);134
14090;Fabaceae;Senna;Senna siamea;0,65;South America (tropical);204
14091;Fabaceae;Senna;Senna siamea;0,68;South-East Asia (tropical);129
14092;Fabaceae;Senna;Senna siamea;0,44;South-East Asia (tropical);126
14093;Fabaceae;Senna;Senna siamea;0,86961;South-East Asia (tropical);13
14094;Fabaceae;Senna;Senna singueana;0,70602;Africa (extratropical);72
14095;Fabaceae;Senna;Senna timorensis;0,48216;South-East Asia (tropical);13
14096;Malvaceae;Septotheca;Septotheca tessmannii;0,59;South America (tropical);2
14097;Cupressaceae;Sequoia;Sequoia sempervirens;0,38;NorthAmerica;7
14098;Fabaceae;Serianthes;Serianthes grandiflora;0,49;South-East Asia (tropical);170
14099;Fabaceae;Serianthes;Serianthes melanesica;0,32;South-East Asia (tropical);170
14100;Fabaceae;Serianthes;Serianthes myriadenia;0,48;Oceania;9
14101;Fabaceae;Sesbania;Sesbania grandiflora;0,41;South America (tropical);204
14102;Fabaceae;Sesbania;Sesbania grandiflora;0,51;India;26
14103;Fabaceae;Sesbania;Sesbania grandiflora;0,4305;Africa (tropical);63
14104;Fabaceae;Sesbania;Sesbania grandiflora;0,440832;South-East Asia (tropical);14
14105;Fabaceae;Sesbania;Sesbania sesban;0,43;India;26
14106;Lauraceae;Sextonia;Sextonia rubra;0,55;South America (tropical);141
14107;Lauraceae;Sextonia;Sextonia rubra;0,57;South America (tropical);35
14108;Lauraceae;Sextonia;Sextonia rubra;0,555;South America (tropical);36
14109;Lauraceae;Sextonia;Sextonia rubra;0,54;South America (tropical);180
14110;Lauraceae;Sextonia;Sextonia rubra;0,51;South America (tropical);64
14111;Lauraceae;Sextonia;Sextonia rubra;0,56826;South America (tropical);52
14112;Lauraceae;Sextonia;Sextonia rubra;0,56;South America (tropical);191
14113;Lauraceae;Sextonia;Sextonia rubra;0,44;South America (tropical);204
14114;Lauraceae;Sextonia;Sextonia rubra;0,6;South America (tropical);190
14115;Lauraceae;Sextonia;Sextonia rubra;0,508891734;South America (tropical);166
14116;Lauraceae;Sextonia;Sextonia rubra;0,52;South America (tropical);92
14117;Lauraceae;Sextonia;Sextonia rubra;0,75;South America (tropical);88
14118;Lauraceae;Sextonia;Sextonia rubra;0,52;South America (tropical);188
14119;Lauraceae;Sextonia;Sextonia rubra;0,54;South America (tropical);47
14120;Euphorbiaceae;Shirakiopsis;Shirakiopsis elliptica;0,5;Africa (tropical);136
14121;Euphorbiaceae;Shirakiopsis;Shirakiopsis elliptica;0,523102673;Africa (tropical);85
14122;Dipterocarpaceae;Shorea;Shorea acuminata;0,36;South-East Asia (tropical);69
14123;Dipterocarpaceae;Shorea;Shorea acuminata;0,48;South-East Asia (tropical);43
14124;Dipterocarpaceae;Shorea;Shorea acuminatissima;0,37;South-East Asia (tropical);70
14125;Dipterocarpaceae;Shorea;Shorea acuminatissima;0,41;South-East Asia (tropical);170
14126;Dipterocarpaceae;Shorea;Shorea agami;0,53;South-East Asia (tropical);170
14127;Dipterocarpaceae;Shorea;Shorea agsaboensis;0,33;South-East Asia (tropical);122
14128;Dipterocarpaceae;Shorea;Shorea albida;0,58;South-East Asia (tropical);170
14129;Dipterocarpaceae;Shorea;Shorea almon;0,39;South-East Asia (tropical);170
14130;Dipterocarpaceae;Shorea;Shorea amplexicaulis;0,44;South-East Asia (tropical);170
14131;Dipterocarpaceae;Shorea;Shorea argentifolia;0,51;South-East Asia (tropical);129
14132;Dipterocarpaceae;Shorea;Shorea argentifolia;0,53;South-East Asia (tropical);170
14133;Dipterocarpaceae;Shorea;Shorea assamica;0,4;South-East Asia (tropical);119
14134;Dipterocarpaceae;Shorea;Shorea assamica;0,5;South-East Asia (tropical);43
14135;Dipterocarpaceae;Shorea;Shorea assamica;0,493353;South-East Asia (tropical);14
14136;Dipterocarpaceae;Shorea;Shorea astylosa;0,72;South-East Asia (tropical);170
14137;Dipterocarpaceae;Shorea;Shorea atrinervosa;0,79;South-East Asia (tropical);119
14138;Dipterocarpaceae;Shorea;Shorea atrinervosa;0,75;South-East Asia (tropical);170
14139;Dipterocarpaceae;Shorea;Shorea atrinervosa;0,77;South-East Asia (tropical);43
14140;Dipterocarpaceae;Shorea;Shorea balangeran;0,69;South-East Asia (tropical);170
14141;Dipterocarpaceae;Shorea;Shorea balanocarpoides;0,54;South-East Asia (tropical);129
14142;Dipterocarpaceae;Shorea;Shorea balanocarpoides;0,64;South-East Asia (tropical);43
14143;Dipterocarpaceae;Shorea;Shorea beccariana;0,41;South-East Asia (tropical);129
14144;Dipterocarpaceae;Shorea;Shorea beccariana;0,53;South-East Asia (tropical);170
14145;Dipterocarpaceae;Shorea;Shorea bentongensis;0,52;South-East Asia (tropical);129
14146;Dipterocarpaceae;Shorea;Shorea bentongensis;0,57;South-East Asia (tropical);43
14147;Dipterocarpaceae;Shorea;Shorea blumutensis;0,72;South-East Asia (tropical);170
14148;Dipterocarpaceae;Shorea;Shorea bracteolata;0,53;South-East Asia (tropical);170
14149;Dipterocarpaceae;Shorea;Shorea bracteolata;0,54;South-East Asia (tropical);43
14150;Dipterocarpaceae;Shorea;Shorea ciliata;0,89;South-East Asia (tropical);43
14151;Dipterocarpaceae;Shorea;Shorea collina;0,82;South-East Asia (tropical);43
14152;Dipterocarpaceae;Shorea;Shorea contorta;0,47;South-East Asia (tropical);80
14153;Dipterocarpaceae;Shorea;Shorea contorta;0,39;South-East Asia (tropical);170
14154;Dipterocarpaceae;Shorea;Shorea coriacea;0,56;South-East Asia (tropical);129
14155;Dipterocarpaceae;Shorea;Shorea curtisii;0,49;South-East Asia (tropical);129
14156;Dipterocarpaceae;Shorea;Shorea curtisii;0,52;South-East Asia (tropical);170
14157;Dipterocarpaceae;Shorea;Shorea curtisii;0,57;South-East Asia (tropical);43
14158;Dipterocarpaceae;Shorea;Shorea dasyphylla;0,41;South-East Asia (tropical);129
14159;Dipterocarpaceae;Shorea;Shorea dasyphylla;0,46;South-East Asia (tropical);43
14160;Dipterocarpaceae;Shorea;Shorea dealbata;0,57;South-East Asia (tropical);170
14161;Dipterocarpaceae;Shorea;Shorea dealbata;0,62;South-East Asia (tropical);43
14162;Dipterocarpaceae;Shorea;Shorea elliptica;0,76;South-East Asia (tropical);170
14163;Dipterocarpaceae;Shorea;Shorea elliptica;0,82;South-East Asia (tropical);43
14164;Dipterocarpaceae;Shorea;Shorea exelliptica;0,77;South-East Asia (tropical);170
14165;Dipterocarpaceae;Shorea;Shorea faguetiana;0,46;South-East Asia (tropical);119
14166;Dipterocarpaceae;Shorea;Shorea faguetiana;0,5;South-East Asia (tropical);170
14167;Dipterocarpaceae;Shorea;Shorea falcifera;0,84;South-East Asia (tropical);119
14168;Dipterocarpaceae;Shorea;Shorea falcifera;0,85;South-East Asia (tropical);170
14169;Dipterocarpaceae;Shorea;Shorea falciferoides;0,72;South-East Asia (tropical);170
14170;Dipterocarpaceae;Shorea;Shorea fallax;0,5;South-East Asia (tropical);170
14171;Dipterocarpaceae;Shorea;Shorea ferruginea;0,39;South-East Asia (tropical);170
14172;Dipterocarpaceae;Shorea;Shorea flemmichii;0,68;South-East Asia (tropical);170
14173;Dipterocarpaceae;Shorea;Shorea foxworthyi;0,81;South-East Asia (tropical);129
14174;Dipterocarpaceae;Shorea;Shorea foxworthyi;0,78;South-East Asia (tropical);170
14175;Dipterocarpaceae;Shorea;Shorea foxworthyi;0,86;South-East Asia (tropical);43
14176;Dipterocarpaceae;Shorea;Shorea gibbosa;0,41;South-East Asia (tropical);119
14177;Dipterocarpaceae;Shorea;Shorea gibbosa;0,5;South-East Asia (tropical);43
14178;Dipterocarpaceae;Shorea;Shorea glauca;0,81;South-East Asia (tropical);119
14179;Dipterocarpaceae;Shorea;Shorea glauca;0,88;South-East Asia (tropical);43
14180;Dipterocarpaceae;Shorea;Shorea gratissima;0,64;South-East Asia (tropical);129
14181;Dipterocarpaceae;Shorea;Shorea gratissima;0,64;South-East Asia (tropical);43
14182;Dipterocarpaceae;Shorea;Shorea guiso;0,67;South-East Asia (tropical);129
14183;Dipterocarpaceae;Shorea;Shorea guiso;0,74;South-East Asia (tropical);43
14184;Dipterocarpaceae;Shorea;Shorea havilandii;0,88;South-East Asia (tropical);170
14185;Dipterocarpaceae;Shorea;Shorea hemsleyana;0,65;South-East Asia (tropical);129
14186;Dipterocarpaceae;Shorea;Shorea henryana;0,74;South-East Asia (tropical);80
14187;Dipterocarpaceae;Shorea;Shorea henryana;0,58;South-East Asia (tropical);170
14188;Dipterocarpaceae;Shorea;Shorea hopeifolia;0,43;South-East Asia (tropical);119
14189;Dipterocarpaceae;Shorea;Shorea hopeifolia;0,54;South-East Asia (tropical);43
14190;Dipterocarpaceae;Shorea;Shorea hypochra;0,59;South-East Asia (tropical);126
14191;Dipterocarpaceae;Shorea;Shorea hypochra;0,64;South-East Asia (tropical);43
14192;Dipterocarpaceae;Shorea;Shorea inaequilateralis;0,68;South-East Asia (tropical);170
14193;Dipterocarpaceae;Shorea;Shorea inappendiculata;0,87;South-East Asia (tropical);129
14194;Dipterocarpaceae;Shorea;Shorea inappendiculata;0,7;South-East Asia (tropical);170
14195;Dipterocarpaceae;Shorea;Shorea javanica;0,51;South-East Asia (tropical);119
14196;Dipterocarpaceae;Shorea;Shorea johorensis;0,4;South-East Asia (tropical);119
14197;Dipterocarpaceae;Shorea;Shorea johorensis;0,37;South-East Asia (tropical);70
14198;Dipterocarpaceae;Shorea;Shorea johorensis;0,41;South-East Asia (tropical);170
14199;Dipterocarpaceae;Shorea;Shorea kalunti;0,46;South-East Asia (tropical);122
14200;Dipterocarpaceae;Shorea;Shorea kunstleri;0,71;South-East Asia (tropical);80
14201;Dipterocarpaceae;Shorea;Shorea kunstleri;0,68;South-East Asia (tropical);170
14202;Dipterocarpaceae;Shorea;Shorea kunstleri;0,76;South-East Asia (tropical);43
14203;Dipterocarpaceae;Shorea;Shorea laevis;0,53;South-East Asia (tropical);70
14204;Dipterocarpaceae;Shorea;Shorea laevis;0,8;South-East Asia (tropical);43
14205;Dipterocarpaceae;Shorea;Shorea laevis;0,73;South-East Asia (tropical);170
14206;Dipterocarpaceae;Shorea;Shorea lamellata;0,59;South-East Asia (tropical);119
14207;Dipterocarpaceae;Shorea;Shorea lamellata;0,56;South-East Asia (tropical);170
14208;Dipterocarpaceae;Shorea;Shorea lamellata;0,6;South-East Asia (tropical);43
14209;Dipterocarpaceae;Shorea;Shorea lepida;0,38;South-East Asia (tropical);119
14210;Dipterocarpaceae;Shorea;Shorea lepida;0,41;South-East Asia (tropical);43
14211;Dipterocarpaceae;Shorea;Shorea leprosula;0,42;South-East Asia (tropical);119
14212;Dipterocarpaceae;Shorea;Shorea leprosula;0,43;South-East Asia (tropical);43
14213;Dipterocarpaceae;Shorea;Shorea leprosula;0,47;South-East Asia (tropical);170
14214;Dipterocarpaceae;Shorea;Shorea leprosula;0,44;South-East Asia;60
14215;Dipterocarpaceae;Shorea;Shorea leptoclados;0,44;South-East Asia (tropical);43
14216;Dipterocarpaceae;Shorea;Shorea longisperma;0,42;South-East Asia (tropical);80
14217;Dipterocarpaceae;Shorea;Shorea longisperma;0,42;South-East Asia (tropical);129
14218;Dipterocarpaceae;Shorea;Shorea longisperma;0,48;South-East Asia (tropical);170
14219;Dipterocarpaceae;Shorea;Shorea lumutensis;0,92;South-East Asia (tropical);43
14220;Dipterocarpaceae;Shorea;Shorea macrantha;0,52;South-East Asia (tropical);129
14221;Dipterocarpaceae;Shorea;Shorea macrantha;0,67;South-East Asia (tropical);43
14222;Dipterocarpaceae;Shorea;Shorea macrophylla;0,32;South-East Asia (tropical);119
14223;Dipterocarpaceae;Shorea;Shorea macroptera;0,39;South-East Asia (tropical);119
14224;Dipterocarpaceae;Shorea;Shorea macroptera;0,38;South-East Asia (tropical);69
14225;Dipterocarpaceae;Shorea;Shorea macroptera;0,46;South-East Asia (tropical);170
14226;Dipterocarpaceae;Shorea;Shorea macroptera;0,47;South-East Asia (tropical);43
14227;Dipterocarpaceae;Shorea;Shorea malibato;0,72;South-East Asia (tropical);170
14228;Dipterocarpaceae;Shorea;Shorea materialis;0,67;South-East Asia (tropical);129
14229;Dipterocarpaceae;Shorea;Shorea materialis;0,82;South-East Asia (tropical);43
14230;Dipterocarpaceae;Shorea;Shorea maxima;0,57;South-East Asia (tropical);43
14231;Dipterocarpaceae;Shorea;Shorea maxwelliana;0,81;South-East Asia (tropical);119
14232;Dipterocarpaceae;Shorea;Shorea maxwelliana;0,84;South-East Asia (tropical);80
14233;Dipterocarpaceae;Shorea;Shorea maxwelliana;0,82;South-East Asia (tropical);170
14234;Dipterocarpaceae;Shorea;Shorea maxwelliana;0,85;South-East Asia (tropical);43
14235;Dipterocarpaceae;Shorea;Shorea meadiana;0,75;South-East Asia (tropical);43
14236;Dipterocarpaceae;Shorea;Shorea mecistopteryx;0,42;South-East Asia (tropical);129
14237;Dipterocarpaceae;Shorea;Shorea mecistopteryx;0,45;South-East Asia (tropical);170
14238;Dipterocarpaceae;Shorea;Shorea mecistopteryx;0,41;South-East Asia (tropical);129
14239;Dipterocarpaceae;Shorea;Shorea multiflora;0,53;South-East Asia (tropical);119
14240;Dipterocarpaceae;Shorea;Shorea multiflora;0,45;South-East Asia (tropical);80
14241;Dipterocarpaceae;Shorea;Shorea multiflora;0,52;South-East Asia (tropical);170
14242;Dipterocarpaceae;Shorea;Shorea multiflora;0,54;South-East Asia (tropical);43
14243;Dipterocarpaceae;Shorea;Shorea negrosensis;0,53;South-East Asia (tropical);80
14244;Dipterocarpaceae;Shorea;Shorea negrosensis;0,49;South-East Asia (tropical);170
14245;Dipterocarpaceae;Shorea;Shorea oblongifolia;0,89544;South-East Asia (tropical);14
14246;Dipterocarpaceae;Shorea;Shorea obtusa;0,85;South-East Asia (tropical);126
14247;Dipterocarpaceae;Shorea;Shorea ochracea;0,43;South-East Asia (tropical);119
