Numero;Familia;Genero;Especie;Densidade da madeira;Regiao;N_referencia
1316;Phyllanthaceae;Aporusa;Aporusa falcifera;0,56;South-East Asia (tropical);129
1317;Phyllanthaceae;Aporusa;Aporusa lagenocarpa;0,53;South-East Asia (tropical);177
1318;Phyllanthaceae;Aporusa;Aporusa lucida;0,72;South-East Asia (tropical);177
1319;Phyllanthaceae;Aporusa;Aporusa lunatum;0,62;South-East Asia (tropical);129
1320;Phyllanthaceae;Aporusa;Aporusa lunatum;0,75;South-East Asia (tropical);43
1321;Phyllanthaceae;Aporusa;Aporusa maingayi;0,59;South-East Asia (tropical);43
1322;Phyllanthaceae;Aporusa;Aporusa microcalyx;0,67;South-East Asia (tropical);43
1323;Phyllanthaceae;Aporusa;Aporusa microsphaera;0,62;South-East Asia (tropical);129
1324;Phyllanthaceae;Aporusa;Aporusa microstachya;0,67;South-East Asia (tropical);43
1325;Phyllanthaceae;Aporusa;Aporusa prainiana;0,62;South-East Asia (tropical);129
1326;Phyllanthaceae;Aporusa;Aporusa prainiana;0,64;South-East Asia (tropical);43
1327;Phyllanthaceae;Aporusa;Aporusa sphaeritophora;0,52;South-East Asia (tropical);129
1328;Phyllanthaceae;Aporusa;Aporusa stellifera;0,77;South-East Asia (tropical);43
1329;Phyllanthaceae;Aporusa;Aporusa symplocoides;0,64;South-East Asia (tropical);43
1330;Phyllanthaceae;Aporusa;Aporusa symplocoides;0,64;South-East Asia (tropical);43
1331;Olacaceae;Aptandra;Aptandra tubicina;0,8;South America (tropical);115
1332;Olacaceae;Aptandra;Aptandra tubicina;0,73;South America (tropical);44
1333;Fabaceae;Apuleia;Apuleia ferrea;1,086;South America (extratropical);121
1334;Fabaceae;Apuleia;Apuleia leiocarpa;0,76;South America (tropical);35
1335;Fabaceae;Apuleia;Apuleia leiocarpa;0,83;South America (tropical);114
1336;Fabaceae;Apuleia;Apuleia leiocarpa;0,9;South America (tropical);115
1337;Fabaceae;Apuleia;Apuleia leiocarpa;0,7;South America (tropical);21
1338;Fabaceae;Apuleia;Apuleia leiocarpa;0,7138;South America (extratropical);46
1339;Fabaceae;Apuleia;Apuleia leiocarpa;0,773;South America (extratropical);121
1340;Fabaceae;Apuleia;Apuleia leiocarpa;0,967;South America (extratropical);121
1341;Fabaceae;Apuleia;Apuleia leiocarpa;0,75;South America (tropical);44
1342;Fabaceae;Apuleia;Apuleia molaris;0,75;South America (tropical);77
1343;Thymelaeaceae;Aquilaria;Aquilaria agallocha;0,32718;South-East Asia (tropical);14
1344;Thymelaeaceae;Aquilaria;Aquilaria malaccensis;0,32;South-East Asia (tropical);54
1345;Thymelaeaceae;Aquilaria;Aquilaria malaccensis;0,32;South-East Asia (tropical);43
1346;Thymelaeaceae;Aquilaria;Aquilaria sinensis;0,3444;China;33
1347;Thymelaeaceae;Aquilaria;Aquilaria sinensis;0,37023;China;33
1348;Thymelaeaceae;Aquilaria;Aquilaria sinensis;0,37;China;33
1349;Thymelaeaceae;Aquilaria;Aquilaria sinensis;0,38;China;33
1350;Rubiaceae;Arachnothryx;Arachnothryx buddleioides;0,56;Mexico;23
1351;Fabaceae;Arapatiella;Arapatiella psilophylla;0,87;South America (extratropical);114
1352;Araucariaceae;Araucaria;Araucaria angustifolia;0,46;South America (tropical);35
1353;Araucariaceae;Araucaria;Araucaria angustifolia;0,55;South America (extratropical);114
1354;Araucariaceae;Araucaria;Araucaria angustifolia;0,43;South America (extratropical);46
1355;Araucariaceae;Araucaria;Araucaria araucana;0,52;South America (tropical);35
1356;Araucariaceae;Araucaria;Araucaria araucana;0,516;South America (extratropical);46
1357;Araucariaceae;Araucaria;Araucaria bidwillii;0,389123667;Australia/PNG (tropical);90
1358;Araucariaceae;Araucaria;Araucaria bidwillii;0,3929968;Australia/PNG (tropical);90
1359;Araucariaceae;Araucaria;Araucaria bidwillii;0,45633;Australia/PNG (tropical);90
1360;Araucariaceae;Araucaria;Araucaria bidwillii;0,43;South-East Asia;60
1361;Araucariaceae;Araucaria;Araucaria brasiliana;0,637;South America (extratropical);121
1362;Araucariaceae;Araucaria;Araucaria brasiliana;0,675;South America (extratropical);121
1363;Araucariaceae;Araucaria;Araucaria cunninghamii;0,440702667;Australia/PNG (tropical);90
1364;Araucariaceae;Araucaria;Araucaria cunninghamii;0,448164667;Australia/PNG (tropical);90
1365;Araucariaceae;Araucaria;Araucaria cunninghamii;0,44546;Australia/PNG (tropical);90
1366;Araucariaceae;Araucaria;Araucaria cunninghamii;0,48216;Australia/PNG (tropical);90
1367;Araucariaceae;Araucaria;Araucaria cunninghamii;0,43911;Australia/PNG (tropical);27
1368;Araucariaceae;Araucaria;Araucaria hunsteinii;0,38745;Australia/PNG (tropical);27
1369;Araucariaceae;Araucaria;Araucaria indet;0,42;Oceania;38
1370;Ericaceae;Arbutus;Arbutus menziesii;0,57;NorthAmerica;3
1371;Ericaceae;Arbutus;Arbutus pavarii;0,76;Africa (extratropical);76
1372;Ericaceae;Arbutus;Arbutus unedo;0,65;South-East Asia;136
1373;Pentaphylacaeae;Archboldiodendron;Archboldiodendron calosericeum;0,68;South-East Asia (tropical);129
1374;Ericaceae;Archeria;Archeria traversii;0,742;Oceania;94
1375;Fabaceae;Archidendron;Archidendron bubalinum;0,38;South-East Asia (tropical);129
1376;Fabaceae;Archidendron;Archidendron clypearia;0,34;South-East Asia (tropical);129
1377;Fabaceae;Archidendron;Archidendron clypearia;0,37;South-East Asia (tropical);129
1378;Fabaceae;Archidendron;Archidendron clypearia;0,26;South-East Asia (tropical);177
1379;Fabaceae;Archidendron;Archidendron ellipticum;0,45;South-East Asia (tropical);177
1380;Fabaceae;Archidendron;Archidendron grandiflorum;0,538125;Australia/PNG (tropical);90
1381;Fabaceae;Archidendron;Archidendron grandiflorum;0,538125;Australia/PNG (tropical);90
1382;Fabaceae;Archidendron;Archidendron grandiflorum;0,538125;Australia/PNG (tropical);90
1383;Fabaceae;Archidendron;Archidendron havilandii;0,33;South-East Asia (tropical);177
1384;Fabaceae;Archidendron;Archidendron hendersonii;0,52521;Australia/PNG (tropical);90
1385;Fabaceae;Archidendron;Archidendron jiringa;0,316848;South-East Asia (tropical);14
1386;Fabaceae;Archidendron;Archidendron vaillantii;0,37023;Australia/PNG (tropical);90
1387;Fabaceae;Archidendropsis;Archidendropsis basaltica;1,0332;Australia/PNG (tropical);90
1388;Fabaceae;Archidendropsis;Archidendropsis basaltica;1,0332;Australia/PNG (tropical);90
1389;Fabaceae;Archidendropsis;Archidendropsis basaltica;0,986349;Australia/PNG (tropical);90
1390;Fabaceae;Archidendropsis;Archidendropsis thozetiana;0,82656;Australia/PNG (tropical);90
1391;Fabaceae;Archidendropsis;Archidendropsis thozetiana;0,82656;Australia/PNG (tropical);90
1392;Fabaceae;Archidendropsis;Archidendropsis xanthoxylon;0,52521;Australia/PNG (tropical);90
1393;Fabaceae;Archidendropsis;Archidendropsis xanthoxylon;0,52521;Australia/PNG (tropical);90
1394;Arecaceae;Archontophoenix;Archontophoenix alexandrae;0,82656;Australia/PNG (tropical);90
1395;Arecaceae;Archontophoenix;Archontophoenix cunninghamiana;0,82656;Australia/PNG (tropical);90
1396;Bonnetiaceae;Archytaea;Archytaea vahlii;0,84;South-East Asia (tropical);43
1397;Ericaceae;Arctostaphylos;Arctostaphylos tomentosa;0,72;NorthAmerica;3
1398;Myrsinaceae;Ardisia;Ardisia barnesii;0,77;South-East Asia (tropical);43
1399;Myrsinaceae;Ardisia;Ardisia caudiferoides;0,55;South-East Asia (tropical);177
1400;Myrsinaceae;Ardisia;Ardisia densilepidotula;0,58548;China;33
1401;Myrsinaceae;Ardisia;Ardisia densilepidotula;0,625086;China;33
1402;Myrsinaceae;Ardisia;Ardisia densilepidotula;0,64;China;33
1403;Myrsinaceae;Ardisia;Ardisia densilepidotula;0,656;China;33
1404;Myrsinaceae;Ardisia;Ardisia guianensis;0,62;South America (tropical);45
1405;Myrsinaceae;Ardisia;Ardisia lanceolata;0,44;South-East Asia (tropical);43
1406;Myrsinaceae;Ardisia;Ardisia macrophylla;0,51;South-East Asia (tropical);129
1407;Myrsinaceae;Ardisia;Ardisia solanacea;0,62;India;26
1408;Boraginaceae;Argusia;Argusia argentea;0,35;South-East Asia (tropical);129
1409;Elaeocarpaceae;Aristotelia;Aristotelia serrata;0,515;Oceania;94
1410;Araliaceae;Arthrophyllum;Arthrophyllum diversifolium;0,37;South-East Asia (tropical);129
1411;Araliaceae;Arthrophyllum;Arthrophyllum diversifolium;0,36;South-East Asia (tropical);43
1412;Araliaceae;Arthrophyllum;Arthrophyllum lancifolium;0,36;South-East Asia (tropical);129
1413;Araliaceae;Arthrophyllum;Arthrophyllum ovatum;0,39;South-East Asia (tropical);129
1414;Moraceae;Artocarpus;Artocarpus altilis;0,7;South America (tropical);141
1415;Moraceae;Artocarpus;Artocarpus altilis;0,27;Central America (tropical);111
1416;Moraceae;Artocarpus;Artocarpus altilis;0,47;South America (tropical);204
1417;Moraceae;Artocarpus;Artocarpus altilis;0,34;South America (tropical);45
1418;Moraceae;Artocarpus;Artocarpus altilis;0,32;South-East Asia (tropical);129
1419;Moraceae;Artocarpus;Artocarpus altilis;0,495075;Africa (tropical);4
1420;Moraceae;Artocarpus;Artocarpus altissimus;0,34;South-East Asia (tropical);170
1421;Moraceae;Artocarpus;Artocarpus anisophyllus;0,62;South-East Asia (tropical);43
1422;Moraceae;Artocarpus;Artocarpus anisophyllus;0,59;South-East Asia (tropical);170
1423;Moraceae;Artocarpus;Artocarpus bracteatus;0,39;South-East Asia (tropical);43
1424;Moraceae;Artocarpus;Artocarpus chaplasha;0,468384;South-East Asia (tropical);14
1425;Moraceae;Artocarpus;Artocarpus chaplasha;0,45;India;109
1426;Moraceae;Artocarpus;Artocarpus dadak;0,61;South-East Asia (tropical);170
1427;Moraceae;Artocarpus;Artocarpus dadak;0,56;South-East Asia (tropical);43
1428;Moraceae;Artocarpus;Artocarpus elasticus;0,35;South-East Asia (tropical);129
1429;Moraceae;Artocarpus;Artocarpus elasticus;0,38;South-East Asia (tropical);43
1430;Moraceae;Artocarpus;Artocarpus elasticus;0,36;South-East Asia (tropical);170
1431;Moraceae;Artocarpus;Artocarpus fretissi;0,51;South-East Asia (tropical);170
1432;Moraceae;Artocarpus;Artocarpus glaucus;0,58;South-East Asia (tropical);170
1433;Moraceae;Artocarpus;Artocarpus gomezianus;0,54;South-East Asia (tropical);129
1434;Moraceae;Artocarpus;Artocarpus gomezianus;0,54;South-East Asia (tropical);43
1435;Moraceae;Artocarpus;Artocarpus heterophyllus;0,53;South America (tropical);204
1436;Moraceae;Artocarpus;Artocarpus heterophyllus;0,455469;China;33
1437;Moraceae;Artocarpus;Artocarpus heterophyllus;0,49;South-East Asia (tropical);129
1438;Moraceae;Artocarpus;Artocarpus heterophyllus;0,44;South-East Asia (tropical);43
1439;Moraceae;Artocarpus;Artocarpus heterophyllus;0,484;China;33
1440;Moraceae;Artocarpus;Artocarpus heterophyllus;0,55104;South-East Asia (tropical);14
1441;Moraceae;Artocarpus;Artocarpus hirsutus;0,42;South-East Asia;181
1442;Moraceae;Artocarpus;Artocarpus hirsutus;0,52;India;109
1443;Moraceae;Artocarpus;Artocarpus incisus;0,32;South-East Asia (tropical);16
1444;Moraceae;Artocarpus;Artocarpus indet;0,460635;Australia/PNG (tropical);27
1445;Moraceae;Artocarpus;Artocarpus integer;0,55104;South-East Asia (tropical);14
1446;Moraceae;Artocarpus;Artocarpus integra;0,56;South-East Asia (tropical);129
1447;Moraceae;Artocarpus;Artocarpus integra;0,56;South-East Asia (tropical);43
1448;Moraceae;Artocarpus;Artocarpus kemando;0,39;South-East Asia (tropical);129
1449;Moraceae;Artocarpus;Artocarpus kemando;0,46;South-East Asia (tropical);69
1450;Moraceae;Artocarpus;Artocarpus kemando;0,55;South-East Asia (tropical);170
1451;Moraceae;Artocarpus;Artocarpus kemando;0,39;South-East Asia (tropical);43
1452;Moraceae;Artocarpus;Artocarpus lakoocha;0,64;India;26
1453;Moraceae;Artocarpus;Artocarpus lanceaefolia;0,59;South-East Asia (tropical);43
1454;Moraceae;Artocarpus;Artocarpus lanceaefolia;0,54;South-East Asia (tropical);170
1455;Moraceae;Artocarpus;Artocarpus lowii;0,52;South-East Asia (tropical);170
1456;Moraceae;Artocarpus;Artocarpus lowii;0,56;South-East Asia (tropical);43
1457;Moraceae;Artocarpus;Artocarpus maingayi;0,48;South-East Asia (tropical);43
1458;Moraceae;Artocarpus;Artocarpus nitidus;0,48;South-East Asia (tropical);177
1459;Moraceae;Artocarpus;Artocarpus odoratissimus;0,55;South-East Asia (tropical);129
1460;Moraceae;Artocarpus;Artocarpus ovatus;0,61;South-East Asia (tropical);170
1461;Moraceae;Artocarpus;Artocarpus peduncularis;0,27;South-East Asia (tropical);43
1462;Moraceae;Artocarpus;Artocarpus reticulatus;0,38;South-East Asia (tropical);129
1463;Moraceae;Artocarpus;Artocarpus rigidus;0,55;South-East Asia (tropical);43
1464;Moraceae;Artocarpus;Artocarpus rigidus;0,52;South-East Asia (tropical);170
1465;Moraceae;Artocarpus;Artocarpus rigidus;0,468384;South-East Asia (tropical);14
1466;Moraceae;Artocarpus;Artocarpus sampor;0,73185;South-East Asia (tropical);13
1467;Moraceae;Artocarpus;Artocarpus scortechinii;0,38;South-East Asia (tropical);170
1468;Moraceae;Artocarpus;Artocarpus scortechinii;0,5;South-East Asia (tropical);205
1469;Moraceae;Artocarpus;Artocarpus styracifolius;0,48216;China;33
1470;Moraceae;Artocarpus;Artocarpus styracifolius;0,511434;China;33
1471;Moraceae;Artocarpus;Artocarpus styracifolius;0,53;China;33
1472;Moraceae;Artocarpus;Artocarpus tamaran;0,37;South-East Asia (tropical);170
1473;Moraceae;Artocarpus;Artocarpus teysmannii;0,4;South-East Asia (tropical);170
1474;Moraceae;Artocarpus;Artocarpus tonkinensis;0,49077;China;33
1475;Moraceae;Artocarpus;Artocarpus tonkinensis;0,483;China;33
1476;Moraceae;Artocarpus;Artocarpus tonkinensis;0,426195;South-East Asia (tropical);13
1477;Sapindaceae;Arytera;Arytera divaricata;0,632835;Australia/PNG (tropical);90
1478;Sapindaceae;Arytera;Arytera divaricata;0,632835;Australia/PNG (tropical);90
1479;Sapindaceae;Arytera;Arytera littoralis;0,77;South-East Asia (tropical);129
1480;Apocynaceae;Aspidosperma;Aspidosperma album;0,68;South America (tropical);141
1481;Apocynaceae;Aspidosperma;Aspidosperma album;0,82;South America (tropical);35
1482;Apocynaceae;Aspidosperma;Aspidosperma album;0,803333333;South America (tropical);185
1483;Apocynaceae;Aspidosperma;Aspidosperma album;0,74;South America (tropical);64
1484;Apocynaceae;Aspidosperma;Aspidosperma album;0,78351;South America (tropical);65
1485;Apocynaceae;Aspidosperma;Aspidosperma album;0,77;South America (tropical);45
1486;Apocynaceae;Aspidosperma;Aspidosperma araracanga;0,75;South America (tropical);36
1487;Apocynaceae;Aspidosperma;Aspidosperma australe;0,83;South America (extratropical);114
1488;Apocynaceae;Aspidosperma;Aspidosperma australe;0,602;South America (extratropical);46
1489;Apocynaceae;Aspidosperma;Aspidosperma australe;0,9;South America (tropical);56
1490;Apocynaceae;Aspidosperma;Aspidosperma australe;0,61;South America (tropical);77
1491;Apocynaceae;Aspidosperma;Aspidosperma australe;0,76;South America (tropical);47
1492;Apocynaceae;Aspidosperma;Aspidosperma capitatum;0,73;South America (tropical);44
1493;Apocynaceae;Aspidosperma;Aspidosperma curranii;0,73;South America (tropical);44
1494;Apocynaceae;Aspidosperma;Aspidosperma cuspa;0,83;South America (extratropical);114
1495;Apocynaceae;Aspidosperma;Aspidosperma cylindrocarpon;0,75;South America (tropical);77
1496;Apocynaceae;Aspidosperma;Aspidosperma cylindrocarpon;0,43;South America (tropical);187
1497;Apocynaceae;Aspidosperma;Aspidosperma cylindrocarpon;0,73;South America (tropical);44
1498;Apocynaceae;Aspidosperma;Aspidosperma decussatum;0,79212;South America (tropical);57
1499;Apocynaceae;Aspidosperma;Aspidosperma desmanthum;0,53;South America (tropical);204
1500;Apocynaceae;Aspidosperma;Aspidosperma desmanthum;0,69;South America (tropical);41
1501;Apocynaceae;Aspidosperma;Aspidosperma discolor;0,758;South America (tropical);128
1502;Apocynaceae;Aspidosperma;Aspidosperma excelsum;0,79212;South America (tropical);52
1503;Apocynaceae;Aspidosperma;Aspidosperma indet;0,65;South America (tropical);35
1504;Apocynaceae;Aspidosperma;Aspidosperma indet;0,75;South America (Tropical);180
1505;Apocynaceae;Aspidosperma;Aspidosperma macrocarpon;0,79;South America (extratropical);114
1506;Apocynaceae;Aspidosperma;Aspidosperma macrocarpon;0,67;South America (tropical);20
1507;Apocynaceae;Aspidosperma;Aspidosperma macrocarpon;0,65;South America (tropical);41
1508;Apocynaceae;Aspidosperma;Aspidosperma macrocarpon;0,73;South America (tropical);44
1509;Apocynaceae;Aspidosperma;Aspidosperma marcgravianum;0,68;South America (tropical);141
1510;Apocynaceae;Aspidosperma;Aspidosperma marcgravianum;0,74;South America (tropical);64
1511;Apocynaceae;Aspidosperma;Aspidosperma marcgravianum;0,74046;South America (tropical);189
1512;Apocynaceae;Aspidosperma;Aspidosperma marcgravianum;0,77;South America (tropical);45
1513;Apocynaceae;Aspidosperma;Aspidosperma megalocarpon;0,75;South America (tropical);141
1514;Apocynaceae;Aspidosperma;Aspidosperma megalocarpon;0,82;South America (tropical);35
1515;Apocynaceae;Aspidosperma;Aspidosperma megalocarpon;0,9471;South America (tropical);189
1516;Apocynaceae;Aspidosperma;Aspidosperma megalocarpon;0,62;South America (tropical);204
1517;Apocynaceae;Aspidosperma;Aspidosperma megalocarpon;0,75;Mexico;23
1518;Apocynaceae;Aspidosperma;Aspidosperma megaphyllum;0,673325641;South America (tropical);165
1519;Apocynaceae;Aspidosperma;Aspidosperma nitidum;0,77;South America (tropical);45
1520;Apocynaceae;Aspidosperma;Aspidosperma nitidum;0,756655377;South America (tropical);165
1521;Apocynaceae;Aspidosperma;Aspidosperma oblongum;0,96;South America (tropical);185
1522;Apocynaceae;Aspidosperma;Aspidosperma oblongum;0,77;South America (tropical);45
1523;Apocynaceae;Aspidosperma;Aspidosperma obscurinervium;0,86;South America (tropical);92
1524;Apocynaceae;Aspidosperma;Aspidosperma parvifolium;0,87;South America (extratropical);114
1525;Apocynaceae;Aspidosperma;Aspidosperma parvifolium;0,73;South America (tropical);45
1526;Apocynaceae;Aspidosperma;Aspidosperma parvifolium;0,743305558;South America (tropical);165
1527;Apocynaceae;Aspidosperma;Aspidosperma peroba;0,65;South-East Asia;136
1528;Apocynaceae;Aspidosperma;Aspidosperma polyneuron;0,77;South America (tropical);141
1529;Apocynaceae;Aspidosperma;Aspidosperma polyneuron;0,65;South America (tropical);35
1530;Apocynaceae;Aspidosperma;Aspidosperma polyneuron;0,79;South America (extratropical);114
1531;Apocynaceae;Aspidosperma;Aspidosperma polyneuron;0,85;South America (tropical);115
1532;Apocynaceae;Aspidosperma;Aspidosperma polyneuron;0,5848;South America (extratropical);46
1533;Apocynaceae;Aspidosperma;Aspidosperma polyneuron;0,73;South America (tropical);77
1534;Apocynaceae;Aspidosperma;Aspidosperma polyneuron;0,794;South America (extratropical);121
1535;Apocynaceae;Aspidosperma;Aspidosperma pyrifolium;0,79;South America (extratropical);114
1536;Apocynaceae;Aspidosperma;Aspidosperma quebracho-blanco;0,65;South America (tropical);35
1537;Apocynaceae;Aspidosperma;Aspidosperma quebracho-blanco;0,87;South America (extratropical);114
1538;Apocynaceae;Aspidosperma;Aspidosperma quebracho-blanco;0,731;South America (extratropical);66
1539;Apocynaceae;Aspidosperma;Aspidosperma quebracho-blanco;0,76;South America (tropical);77
1540;Apocynaceae;Aspidosperma;Aspidosperma ramiflorum;0,71;South America (extratropical);114
1541;Apocynaceae;Aspidosperma;Aspidosperma rigidum;0,46;South America (tropical);187
1542;Apocynaceae;Aspidosperma;Aspidosperma sandwithianum;0,79212;South America (tropical);30
1543;Apocynaceae;Aspidosperma;Aspidosperma sessiliflorum;0,737;South America (extratropical);121
1544;Apocynaceae;Aspidosperma;Aspidosperma sessiliflorum;0,739;South America (extratropical);121
1545;Apocynaceae;Aspidosperma;Aspidosperma sessiliflorum;0,835;South America (extratropical);121
